Unique Key Code,Country,Supplier Code,Supplier Name,Parent Company,VBS Code,VBS Description,GPO Category,Category,Main Category,ACT/LE Spend $ Jan,ACT/LE Spend $ Feb,ACT/LE Spend $ Mar,ACT/LE Spend $ Apr,ACT/LE Spend $ May,ACT/LE Spend $ Jun,ACT/LE Spend $ Jul,ACT/LE Spend $ Aug,ACT/LE Spend $ Sep,ACT/LE Spend $ Oct,ACT/LE Spend $ Nov,ACT/LE Spend $ Dec,ACT/LE Spend $ FY,ACT/LE WAPT Jan,ACT/LE WAPT Feb,ACT/LE WAPT Mar,ACT/LE WAPT Apr,ACT/LE WAPT May,ACT/LE WAPT Jun,ACT/LE WAPT Jul,ACT/LE WAPT Aug,ACT/LE WAPT Sep,ACT/LE WAPT Oct,ACT/LE WAPT Nov,ACT/LE WAPT Dec,Budget WAPT Jan Round 1,Budget WAPT Feb Round 1,Budget WAPT Mar Round 1,Budget WAPT Apr Round 1,Budget WAPT May Round 1,Budget WAPT Jun Round 1,Budget WAPT Jul Round 1,Budget WAPT Aug Round 1,Budget WAPT Sep Round 1,Budget WAPT Oct Round 1,Budget WAPT Nov Round 1,Budget WAPT Dec Round 1,Final BU Spend Jan Round 1,Final BU Spend Feb Round 1,Final BU Spend Mar Round 1,Final BU Spend Apr Round 1,Final BU Spend May Round 1,Final BU Spend Jun Round 1,Final BU Spend Jul Round 1,Final BU Spend Aug Round 1,Final BU Spend Sep Round 1,Final BU Spend Oct Round 1,Final BU Spend Nov Round 1,Final BU Spend Dec Round 1
Chile339715,Chile,339715,EDAPI S.A.,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile455580,Chile,455580,PLASMA WATER SOLUTIONS CHILE,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile356885,Chile,356885,LEGAL PUBLISHING CHILE SPA,Bedrijfsbeheer Tra B.V.,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,16039,0,2525,0.01,0.01,0.01,0.01,0.01,0.01,18564.06,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,16039,0,2525,0.01,0.01,0.01,0.01,0.01,0.01
Chile460398,Chile,460398,UNIFIED TECHNOLOGIES CHILE SpA,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile469011,Chile,469011,INGENIERIA Y PROYECTOS DE CONTROL,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,5530,3406,1582,8064,0,0,0.01,0.01,0.01,0.01,0.01,0.01,18582.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5530,3406,1582,8064,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile339914,Chile,339914,VETO Y CIA LTDA,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,929,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,929.06,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,0,0,929,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile471087,Chile,471087,Notus SpA,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile470786,Chile,470786,SERVICIOS B3 SPA,MYSKY SPA,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile473183,Chile,473183,TSCOM SPA,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,9402,0,3619,0.01,0.01,0.01,0.01,0.01,0.01,13021.06,60,60,60,60,60,69.95683057,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,9402,0,3619,0.01,0.01,0.01,0.01,0.01,0.01
Chile476843,Chile,476843,Soluciones TÃ©cnicas y QuÃ­micas Ltda,,2222,Software_L2_2222,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,2704,0.01,0.01,0.01,0.01,0.01,0.01,2704.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,2704,0.01,0.01,0.01,0.01,0.01,0.01
Chile339807,Chile,339807,COMPANIA DE TELECOMUNICACIONES DE C,TELEFONICA,2226,Telecom_2226,TECHNOLOGY,BST,INDIRECT,720,725,720,722,1452,732,457.77,457.77,457.77,457.77,457.77,457.77,7817.62,63.75,63.75,63.75,63.75,63.75,63.75,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,720,725,720,722,1452,732,457.77,457.77,457.77,457.77,457.77,457.77
Chile375646,Chile,375646,ADIS Chile Limitada,ADIS Chile Limitada,2226,Telecom_2226,TECHNOLOGY,BST,INDIRECT,23214,0,3880,0,8953,0,23752.9,23752.9,33254.06,23752.9,0.01,0.01,140559.78,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,23214,0,3880,0,8953,0,23752.9,23752.9,33254.06,23752.9,0.01,0.01
Chile397119,Chile,397119,Telecnet SPA,,2226,Telecom_2226,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile398065,Chile,398065,Techvalue S.p.A.,,2226,Telecom_2226,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile371808,Chile,371808,PROMETHEUS LIMITADA,PROMETHEUS GROUP ENTERPRISES,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,1017,2729,0,2109,0,2027,1724.76,1724.76,1724.76,1724.76,1724.76,1724.76,18230.56,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,1017,2729,0,2109,0,2027,1724.76,1724.76,1724.76,1724.76,1724.76,1724.76
Chile380718,Chile,380718,Nytec S.A,,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,225,0,0,0,0,0,1626.77,0.01,0.01,0.01,0.01,0.01,1851.82,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,225,0,0,0,0,0,1626.77,0.01,0.01,0.01,0.01,0.01
Chile407782,Chile,407782,OCC SPA,,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,10559,11180,15193,7374,5803,5525,8637.42,8637.42,8637.42,8637.42,8637.42,8637.42,107458.52,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,10559,11180,15193,7374,5803,5525,8637.42,8637.42,8637.42,8637.42,8637.42,8637.42
Chile398157,Chile,398157,Uniendo Mercados SA,UNIENDO MERCADOS,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile411544,Chile,411544,Wolftech Chile Spa,WOLFTECH S.R.L.,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,2732,0,0,0,13662,2732,3078.94,3078.94,3078.94,3078.94,3078.94,3078.94,37599.64,22.5,22.5,22.5,22.5,22.5,37.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,2732,0,0,0,13662,2732,3078.94,3078.94,3078.94,3078.94,3078.94,3078.94
Chile414749,Chile,414749,Desert Point Spa,DESERT POINT,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,0,22349,0,0,0,0,5227.25,5227.25,5227.25,5227.25,5227.25,5227.25,53712.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,0,22349,0,0,0,0,5227.25,5227.25,5227.25,5227.25,5227.25,5227.25
Chile406883,Chile,406883,ARGUS SOLUTIONS COMERCIO E SERVICOS,ARGUS SOLUTIONS COMERCIO E SERVICOS LTDA,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,0,12641,4660,0,8771,0,8874.7,8874.7,8874.7,8874.7,8874.7,8874.7,79320.2,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,12641,4660,0,8771,0,8874.7,8874.7,8874.7,8874.7,8874.7,8874.7
Chile433992,Chile,433992,OPTIMAL SOLUTIONS SpA,OPTIMAL SOLUTIONS SPA,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile445651,Chile,445651,Novell Chile S.A.,NOVELL,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile446088,Chile,446088,"Gurobi Group Holdings, LLC",GUROBI OPTIMIZATION LLC,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,27218,0,0,0,0,0,7965.62,0.01,0.01,0.01,0.01,0.01,35183.67,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,27218,0,0,0,0,0,7965.62,0.01,0.01,0.01,0.01,0.01
Chile448594,Chile,448594,Seeds Chile SPA,Seeds Holding Llc,2224,Services_L2_2224,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile430239,Chile,430239,PANIZZO MARCOS NICOLAS,PANIZZO MARCOS NICOLAS,2221,Software_L1_2221,TECHNOLOGY,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Chile445054,Chile,445054,Chaper Limitada,,1004,Production Supplies_1004,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,78645.39,1.00E-04,78645.39,78645.39,79431.32307,315367.4933,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,0,0,0,0,0,0,1.00E-04,78645.39,1.00E-04,78645.39,78645.39,79431.32307
Uruguay300169,Uruguay,300169,ETS ANDRE ZALKIN       &       CI,LEONARD GREEN & PARTNERS,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,4674,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,4674.06,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,4674,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay300435,Uruguay,300435,CIC International Analytic S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,903.09,650.03,840.58,1075.79,968.09,1436.45,5874.03,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,903.09,650.03,840.58,1075.79,968.09,1436.45
Uruguay300864,Uruguay,300864,ENERQUIMICA S.A.C.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,4814,5250,17740,17818,1779.88,1281.14,1656.68,2120.26,1908,2831.08,57199.04,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,4814,5250,17740,17818,1779.88,1281.14,1656.68,2120.26,1908,2831.08
Uruguay301462,Uruguay,301462,KHS GMBH,Salzgitter Aktiengesellschaft,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,985,0,0,3602.63,2593.13,3353.26,4291.57,3861.94,5730.33,24417.86,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,985,0,0,3602.63,2593.13,3353.26,4291.57,3861.94,5730.33
Uruguay301463,Uruguay,301463,KHS INDUSTRIA DE MAQUINAS LTDA,KHS,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay302244,Uruguay,302244,SECIN SA,SECIN,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay302841,Uruguay,302841,SERVICOS BRASILEIROS DE,SERVICOS BRASILEIROS DE SUPRIMENTOS COMERCIO E IMPORTACOES.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay304629,Uruguay,304629,NEAC COMPRESSOR SERVICE LTDA,NEAC COMPRESSOR SERVICE,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,83.33,83.38,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,83.33
Uruguay329693,Uruguay,329693,Krones AG,KRONES,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,17127,0,0,31027,39148,0,18606.89,13393.03,17318.93,22165.13,19946.16,2000,180732.14,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,17127,0,0,31027,39148,0,18606.89,13393.03,17318.93,22165.13,19946.16,2000
Uruguay338505,Uruguay,338505,INDUSTRIA DE JUNTAS AUTOM. S.A.,INDUSTRIA DE JUNTAS AUTOMOTORES,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,897,3479,0,2924,1976,1258.03,905.51,1170.95,1498.6,1348.57,2001.01,17458.67,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,897,3479,0,2924,1976,1258.03,905.51,1170.95,1498.6,1348.57,2001.01
Uruguay338690,Uruguay,338690,SEW EURODRIVE URUGUAY S.A.,BV Beteiligung GmbH & Co KG,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,840,0,0,355,0,142,545.95,392.97,508.16,650.36,585.25,868.39,4888.08,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,840,0,0,355,0,142,545.95,392.97,508.16,650.36,585.25,868.39
Uruguay338835,Uruguay,338835,ANDERSON LEVANTI & CIA SA -,ANDERSON LEVANTI & CIA SA -,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Uruguay339666,Uruguay,339666,SMI S.P.A.,SMIGROUP SPA,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,6717,8667,7922,2832,6109,20799,4332.86,6867.03,5742.29,12792.38,12922.78,11547.88,107251.22,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,6717,8667,7922,2832,6109,20799,4332.86,6867.03,5742.29,12792.38,12922.78,11547.88
Uruguay339668,Uruguay,339668,FERRUM Packaging  AG,FERRUM,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,5930,0,1735.43,1249.14,1615.3,2067.3,1860.34,2760.36,17217.87,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,5930,0,1735.43,1249.14,1615.3,2067.3,1860.34,2760.36
Uruguay339681,Uruguay,339681,MANUEL SANMARTIN S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,5211,7958,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,13169.0006,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,5211,7958,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Uruguay341617,Uruguay,341617,Sartorius Stedim Biotech GmbÃƒ?Ã‚,SARTORIUS,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,35058,56439,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,91497.0006,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,35058,56439,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Uruguay341618,Uruguay,341618,HEUFT S A,HEUFT,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,21800,0,49303,0,0,2312.86,1664.77,2152.76,2755.15,2479.33,3678.83,86146.7,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,21800,0,49303,0,0,2312.86,1664.77,2152.76,2755.15,2479.33,3678.83
Uruguay341629,Uruguay,341629,ASM - ALEJANDRO SECCO MULLIN,ASM - ALEJANDRO SECCO MULLIN,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,1972,0,0,0,2499.28,1798.95,2326.28,2977.22,2679.17,3975.35,18228.25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,1972,0,0,0,2499.28,1798.95,2326.28,2977.22,2679.17,3975.35
Uruguay341677,Uruguay,341677,VICTOR EDUARDO VILLACIS TORRESANO,EDUARDO VILLACIS SERVICES,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,5160,22769,0,3045.3,2191.97,2834.5,3627.66,3264.49,4843.84,47736.76,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,5160,22769,0,3045.3,2191.97,2834.5,3627.66,3264.49,4843.84
Uruguay341693,Uruguay,341693,Miho Inspektionssysteme GmbH,MIHO INSPECTION SYSTEMS GMBH,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,11769,0,0.01,0.01,0.01,0.01,0.01,0.01,11769.06,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,0,0,11769,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay341699,Uruguay,341699,ALFA LAVAL INC.,ALFA LAVAL,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay341708,Uruguay,341708,REGINA INTERNATIONAL SOCIEDAD ANONI,REGINA INTERNATIONAL,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,72,0.01,0.01,0.01,0.01,0.01,0.01,72.06,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,0,72,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay341711,Uruguay,341711,EDELFLEX SA,EDELFLEX,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay341714,Uruguay,341714,R Y J FEIJOO S A,R Y J FEIJOO,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay341966,Uruguay,341966,BAKO S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,147,0,22966,1925,0,2409.3,1734.18,2242.53,2870.03,2582.71,3832.22,40708.97,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,147,0,22966,1925,0,2409.3,1734.18,2242.53,2870.03,2582.71,3832.22
Uruguay341979,Uruguay,341979,CASABO S.A.,CASABO S.A.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Uruguay341981,Uruguay,341981,CLERICI GERARDO-ING.IND.ELECT.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Uruguay341982,Uruguay,341982,COCLES S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,3140,5053,2834,2595,1910,10459,0.01,0.01,0.01,0.01,0.01,0.01,25991.06,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,3140,5053,2834,2595,1910,10459,0.01,0.01,0.01,0.01,0.01,0.01
Uruguay341996,Uruguay,341996,DREGHAL S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,788,1647,1239,482,607,0,765.65,551.11,712.65,912.07,820.76,1217.84,9743.08,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,788,1647,1239,482,607,0,765.65,551.11,712.65,912.07,820.76,1217.84
Uruguay342007,Uruguay,342007,FIDEMAR S.A.,FIDEMAR S.A.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,1556,831,468,1605,1255,1659.02,1194.14,1544.18,1976.28,1778.43,2638.83,16505.88,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,1556,831,468,1605,1255,1659.02,1194.14,1544.18,1976.28,1778.43,2638.83
Uruguay342008,Uruguay,342008,FIERRO VIGNOLI S.A.,FIERRO VIGNOLI S.A.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,2719,8642,361,2880,926,202,1154.47,830.97,1074.55,1375.24,1237.56,1836.29,23239.08,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,2719,8642,361,2880,926,202,1154.47,830.97,1074.55,1375.24,1237.56,1836.29
Uruguay342015,Uruguay,342015,HERRACOR S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,477,0,62,0,180.9,130.21,168.38,215.49,193.92,287.73,1715.63,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,477,0,62,0,180.9,130.21,168.38,215.49,193.92,287.73
